,Unnamed: 0,tmdbId,title,genres,overview
4209,4209,226632,Marc Maron: Thinky Pain,Comedy,"Marc Maron returns to his old stomping grounds for an intimate special in which he takes stock of himself. More than ever, Maron is raw and hilariously honest as he dissects his own neuroses and self-loathing while providing outrageous anecdotes from his personal life, in which he starts to realize the hurt isn't real, it's just ""Thinky Pain."""
4210,4210,502385,The Festival,Comedy,"After Nick's girlfriend dumps him, his best mate Shane has the perfect antidote to his break-up blues: three days at an epic music festival."
4221,4221,346671,Little Evil,Comedy|Horror,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist."
4222,4222,503616,Second Act,Comedy|Romance,"Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers and delivers results. When she loses the job to a college-educated candidate, Maya sets out to prove to Madison Avenue that street smarts are as valuable as book smarts -- and it's never too late for a second act."
4276,4276,488223,Dave Chappelle: Equanimity,Comedy,"Comedy legend Dave Chappelle returns to his roots with an all-new stand-up special filmed at the Warner Theatre in Washington, D.C."
4284,4284,370567,Sherlock Gnomes,Animation|Children|Comedy|Fantasy|Mystery|Romance,Garden gnomes Gnomeo & Juliet recruit renown detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.
4286,4286,381518,Mindhorn,Comedy,"A washed up actor best known for playing the title character in the 1980s detective show ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be real."
4306,4306,352498,First Girl I Loved,Comedy|Drama,"Seventeen-year-old Anne just fell in love with Sasha, the most popular girl at her L.A. public high school. But when Anne tells her best friend, Clifton—who has always harbored a secret crush on her—he does his best to get in the way."
4332,4332,73624,The Man from the Future,Comedy|Fantasy|Sci-Fi,"Zero  is a brilliant scientist, but unfortunate because 20 years ago was publicly humiliated and lost in college Helena the love of his life. One day, an accidental experience with one of his inventions makes him travel in time, more precisely, to the past. After the chance to change his story, Zero returns to this totally changed."
4342,4342,437033,Toc Toc,Comedy,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.
4368,4368,527435,The Christmas Chronicles,Adventure|Children|Comedy|Fantasy,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas."
4373,4373,277368,Nicholas on Holiday,Comedy,"It's the end of the school year. The long-awaited moment of the holidays is arrive. The little Nicolas, her parents and Grandma take the road towards the sea, and settle in for some time at the Hotel Beau-Rivage."
4392,4392,333344,Dirty Weekend,Comedy|Drama,"During a layover in Albuquerque, work colleagues Les and Natalie discover more about each other than they ever thought possible.  Anxious and irritable, Les is drawn back into the city by past experiences he can’t forget (even if he doesn't really remember the particulars of his previous drunken adventure).  Natalie, refusing to leave his side, follows along as her own secrets are slowly revealed, leaving her feeling both vulnerable and unbound."
4475,4475,157360,In a World...,Comedy,"An underachieving vocal coach is motivated by her father, the king of movie-trailer voice-overs, to pursue her aspirations of becoming a voice-over star. Amidst pride, sexism and family dysfunction, she sets out to change the voice of a generation."
4477,4477,77931,The Smurfs 2,Animation|Children|Comedy,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?"
4478,4478,384677,Set It Up,Comedy|Romance,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.
4491,4491,253687,Smart Ass,Comedy|Drama,"Kelly, Dan and Louis are students at a prestigious business school, destined to become tomorrow's elite. The industrious trio are determined to start putting their education into practise from the off in an attempt to make as much money as they can from their fellow students. Working on the theory that relationships between the sexes can be regulated by market principles, they begin to inflate the popularity of certain individuals artificially, by hiring beautiful and sexy off-campus women as their dates for exclusive and riotous college parties. However their perfect business model soon spirals out of control as their moneymaking scheme takes off in a big way across campus."
4494,4494,354287,War Machine,Comedy|Drama|War,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.
4505,4505,356298,Don't Think Twice,Comedy|Drama,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time."
4509,4509,234004,Ratchet & Clank,Action|Adventure|Animation|Children|Comedy|Sci-Fi,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe."
4514,4514,565310,The Farewell,Comedy,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.
4522,4522,102517,Sebastian Maniscalco: What's Wrong with People?,Comedy,"""What's Wrong with People?"" asks Sebastian Maniscalco, as he hilariously tries to bridge the Italian-American Old World he grew up in with the contemporary frenetic world we all live in today."
4530,4530,119433,Todd Barry: Super Crazy,Comedy,Super Crazy is the first feature length special from New York City's Todd Barry.
4584,4584,258099,Just Before I Go,Comedy|Drama,"Ted Morgan has been treading water for most of his life. After his wife leaves him, Ted realizes he has nothing left to live for.  Summoning the courage for one last act, Ted decides to go home and face the people he feels are responsible for creating the shell of a person he has become.  But life is tricky.  The more determined Ted is to confront his demons, to get closure, and to withdraw from his family, the more Ted is yanked into the chaos of their lives. So, when Ted Morgan decides to kill himself, he finds a reason to live."
4601,4601,352387,Fool's Day,Comedy|Drama,"Fool's Day is a dark comedy about a 4th grade class that pull an innocent, April Fool's prank on their teacher...that accidentally kills her. Panicked and convinced they will go to prison, the blood splattered classmates try to cover up the murder and dispose of the body before their D.A.R.E. officer shows up for his weekly lesson."
4630,4630,354857,Regular Show: The Movie,Animation|Comedy|Sci-Fi,"After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship."
